id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
225,both dcfc are broken again! left side has touch screen problems. right side is empty. worked last night... broken again: - (informed flashing support.,1,0,0,0,0,0,0,0
226,NRG fast charger (Chademo) works well.,1,0,0,0,0,0,0,0
227,"Wow many LEAFs at the Mall of Georgia NRG station, counted 5 charges, but both on Level 3 were full with locked charging ports and NO drivers on site. Had to charge on Level 2 to get home.",0,1,1,0,0,0,0,0
228,Charge.,1,0,0,0,1,0,0,0
229,Two free chargers outside Whole Foods,0,0,0,0,0,1,0,0
230,"BMW doesn't really want to invest in combo chargers, they say over the phone.",1,0,0,0,0,0,0,1
231,It worked well.,1,0,0,0,0,0,0,0
232,"Yes, WTF I got $21.6 for 6 hours charging. I drive back to my gas truck. Blink has to work for the gas companies.",0,0,0,1,0,0,0,0
233,"was icy, but I asked the seller if it was okay and he offered to move a car blocking the access. Thanks!",0,0,1,0,0,1,0,0
234,Both spots recorded at 4: 24 p.m.,0,0,1,0,0,0,0,0
235,Loading via chademo seems to work well.,1,0,0,0,0,0,0,0
236,partially iced by jly2548 pa jeep. but cable barely went around ice. 114 km / h DC charge,1,0,1,0,0,0,1,0
237,Should be done by 2: 20am. Another leaf in the queue...,0,0,0,0,1,0,0,1
238,Charged at ClipperCreek 1772 - worked great - shopping center a few blocks away,1,0,0,0,0,1,0,0
239,This is a very popular and widely used DCFC. At least two of the Leafs who have been there charge only there. They don't have a home charger. A combo charger supposedly comes for that purpose.,1,0,1,0,0,0,0,0
240,The Model S charges at 16 m / h. This is a free charger for charging stations. You need your card to use the charger.,0,0,0,0,0,0,1,1
241,"I did not see a security guard, entrance is at 8: 22 p.m.",0,0,0,0,0,1,0,0
242,"Attempted to charge a Tesla on Sunday, September 15, 2014. One charger showed a fault and could not be charged due to a cable failure, according to the Tesla display. The other charger did not show a fault but did not charge when the Tesla indicated that it was ready to charge.",1,0,0,0,0,0,0,1
243,"only charger in the valley... not even the nissan dealer here in town has a charger (charging points app is wrong). thanks again guys! if you are ever here during business hours, don't forget to go to the showroom to see all their great things and thank you!",0,0,0,0,0,1,0,1
244,Chargers are located next to the restaurant. Straight from the parking lot entrance.,0,0,0,0,0,1,0,0
245,DC is out of service,1,0,0,0,0,0,0,0
246,Caution in cold weather. Very slow charge on a 40 degree day. Was only 2x faster than stage 2.,0,0,0,0,1,0,1,0
247,CHAdeMO has been working since December 30. Charged for several minutes at 390 VDC in a Leaf. L2 J1772 still under construction. Great location.,1,0,0,1,0,0,0,0
248,"I take the serial number and open a work order to repair the charger. Sincerely, Deidra.W Blink Network Contact CenterEmail: support @ blinknetwork.com | Phone: + 1.888.998.2546",0,0,0,0,1,0,0,0
249,Saved me thank you. Need more station on the outskirts of town.,0,1,0,0,0,0,0,0
250,9 / 5 Still not working,1,0,0,0,0,0,0,0
251,"No one answered the phone, for the DCQC.",1,0,0,0,0,0,0,0
252,"Peak charging power: 30 Ampere, 208 Volt",1,0,0,0,0,0,0,0
253,Should take about 20 minutes.,0,0,0,0,1,0,0,0
254,"Chargers are now fully operational. The middle unit had a fault with the L2 connector, but the others worked fine. Great location! Enter the side of Intl Blvd (see photo) and then climb one level higher.",1,0,0,0,1,1,0,0
255,"Both CHAdeMO chargers said faults, but reset both by pressing and holding the stop button for about 10 seconds. Plug the left button in and it worked! I don't think a permit is required on a Saturday. That may change when the parking inspector drives past.",1,0,0,0,0,0,0,0
256,Still not operational,1,0,0,0,0,0,0,0
257,"The DCQC screen is shown to be working, and the L2 screen is black, but in my previous experience, it should be recharged after calling OptConnect.",1,0,0,0,0,1,0,0
258,Stop number six on my way back from Sacramento to Seattle.,0,1,0,0,0,0,0,0
259,"... after calling earlier to see if I could charge. I finally charged the normal charger for 2 hours, in the cold after hours. I offered to buy one of their ""green cards,"" but they refused, and in fact the staff was rude. My dealer (Ken Garff) charged for everyone, free of charge! I just wanted to top it up out there. I live in Morgan and had to charge to make the trip to the SLC. If you want to take your leaf with you for a ride to the mountains, don't hesitate to stop and top it up with me!",0,1,0,1,0,1,0,1
260,"Reads flashing card and nocharge, broken again",1,0,0,0,0,0,0,0
261,"Reachable 24 hours a day, although after hours only one room has to be available for access to the charger and cable.",1,0,1,0,0,1,0,0
262,Thank you city of Ojai for the free charging stations! We will definitely come back to patronize your fair city!,1,0,0,1,0,1,0,0
263,Use of the quick charger,1,0,0,0,0,0,0,0
264,DC current,1,0,0,0,0,0,0,0
265,Only in the staff parking lot.,0,0,0,0,0,1,0,0
266,Charged at 120 miles per hour in Tesla,1,0,0,0,0,0,1,1
267,What a joke. Customer service inept. flipper creek is headquartered in this city! their machines are not operational with this company. please help us get off together now.,0,0,0,0,0,1,0,0
268,,0,0,1,0,0,0,0,0
269,"Could drive through the construction site, but chargers are not currently switched on.",0,0,0,0,0,1,0,0
270,No fees on 21.12.2013,1,0,0,0,0,0,0,0
271,will take place at 3: 30 p.m.,0,0,0,0,1,0,0,0
272,Thanks KIA!,0,0,0,0,0,0,0,1
273,Good information. Thanks for the backup plan.,0,0,0,0,1,0,0,0
274,DC fast charger blocked by charge level 2. This dealer really should cut the kerb and make room for 3 cars. what a waste.,1,0,1,0,0,0,0,0
275,Fyi: Repairer working on a single compressor.,1,0,0,0,0,0,0,0
276,"A charger. Spot not marked for EVs, so it might not be possible to get close enough to recharge. Lot is $0.50 to $1.00 per hour to park.",0,0,1,1,0,1,0,0
277,,1,0,0,0,0,0,0,0
278,All the spots were shot on a beautiful Friday evening.,0,0,1,0,0,0,0,0
279,Front charger broken on 9 / 2o,1,0,0,0,0,1,0,0
280,"All ready, but no electricity yet.",1,0,0,0,0,0,0,0
281,Charger works: Both the roof and the level 9 chargers are now ChargePoint and have given me the full 6.6kW on my LEAF.,1,0,0,0,0,0,1,1
282,Must have Sema card. Call 800 number would not activate because private transmitter.,0,0,0,0,0,1,0,0
283,Charger is down _ x1f602 _,1,0,0,0,0,0,0,0
284,"I can't believe it was available! And that's a good thing, I was 15%.: -)",0,1,1,0,0,0,0,0
285,"Here up to approx. 11. Text, if you are liable to pay.",0,0,0,0,1,0,0,0
286,The pizzeria Brixx has a nice selection of beers and the kids liked their stock bread.,0,0,0,0,0,1,0,0
287,Someone please to validate this CCS charger,1,0,0,0,1,0,0,0
288,"The screen still doesn't work, but per previous user, the device is still functional. However, it took me a few times to get it started because I really never paid attention to the process and settled on the memory. Simply tap your card until the blue light flashes, and then press the top right button three times for CHAdeMO, and the blue light should solidify and start charging.",1,0,0,0,1,0,0,0
289,Stage 2 is still dead.,1,0,0,0,0,0,0,0
290,Super charged. No problems.,1,0,0,0,0,0,0,0
291,ChargePointe,1,0,0,0,0,0,0,0
292,Seems to be no public charging station (today behind closed gate).,0,0,0,0,0,1,0,0
293,"New-build apartment complex, no public access from 14.11.14",0,0,1,0,0,1,0,0
294,In the center charging station near Sears car while eating in Applebee 400 feet away.,0,0,0,0,0,1,0,0
295,"Spark EV gives me a fault at this station. The charger says it charges, but my cars say ""can't charge.""",1,0,0,0,0,0,0,1
296,All chargers not provided.,1,0,0,0,0,0,0,0
297,Stand 1A does not seem to be under power.,1,0,0,0,0,0,0,0
298,Worked well.,1,0,0,0,0,0,0,0
299,acts like a charm,1,0,0,0,0,0,0,0
300,"Excellent. NRG called to say that they had set the fast charger to bypass the non-working card reader. Yep! Charger works. Thank you, NRG!",1,0,0,0,0,0,0,1
301,Check in to Valet for brunch and back to a fully charged Volt.,1,0,0,0,0,1,0,1
302,A LEAF & Volt sucked juice....,1,0,0,0,0,0,0,0
303,I loved the convenience of the QC while it was functioning and needed. The only US Nissan factory that makes the # 1 electric vehicle should be the model of efficiency when it comes to something like this. Hopefully they will get it fixed soon.: (,1,0,0,0,0,0,0,0
304,"Today I had one hour of charging time in the Leaf, while I ate in Qdoba. However, one of the stations was iced by an F350.",0,0,1,0,0,0,0,1
305,Switch to evgo soon!,1,0,0,0,0,0,0,0
306,Always up to date and available.,1,0,1,0,0,0,0,0
307,"One flashing station, but two special parking spaces. Can watch charging the car from the travel platform. Burger King, Starbucks, Philly steaks, Hersheys ice cream and Mini-Mart inside. Toilets were clean. Flashing card required.",0,0,1,0,0,1,0,0
308,,1,0,0,0,0,0,0,0
309,"Stations appear operational, not free, so does the attempt to use them.",0,0,0,1,0,0,0,0
310,One of the Volta stations was hit by a car and is not functioning,1,0,0,0,0,0,0,0
311,I tried again a few days ago. Same result as the first one and Jason. It will be a very unpredictable charger because it is far too easy to ICE.,0,0,1,0,0,0,0,0
312,Chargers at full price,1,0,0,1,0,0,0,0
313,"At night, the parking garage is only for guests with permits. If you do not show your ID, you will be towed away. However, during the day, when the restaurant is open, they do not tow. So if you are desperate for money, you can park your car here during the day and have something to eat in your restaurant! I am doing this now. * Big sigh of relief *",0,0,0,0,0,1,0,0
314,Says it can be 69 amps,1,0,0,0,0,0,0,0
315,Working on the chargers in the parking lot,0,0,0,0,0,1,0,0
316,"Someone pressed my car key and said that I had unplugged it, even though I didn't because I saw a person in a car charging me and asked them to join me. If they leave. NOT OK. Everyone has the same damn car. Idiot told the mall to install security cameras and if I find that person.",0,0,0,0,1,0,0,0
317,Solar power connection - with solar energy!,1,0,0,0,0,0,0,0
318,the quick charger is still defective with a thermostat output. the two lv2 chargers were available.,1,0,1,0,0,0,0,0
319,"(shorter) unit on the right side failed self-test, would not be charged. However, left unit has successfully charged",1,0,0,0,0,0,0,0
320,Both chargers work.,1,0,1,0,0,0,0,0
321,Is this station already open?,0,0,0,0,1,0,0,0
322,One charger is out of service.,1,0,1,0,0,0,0,0
323,_ x1f44d _ 60kw CHAdeMO,1,0,0,0,0,0,0,0
324,Charging on thanksgiving. Car dealership closed but able to access charger,0,0,0,0,0,1,0,0
325,New chargers that need to be activated without problems.,1,0,0,0,0,0,0,0
326,Waiting for loaded vehicle to move.,0,0,1,0,0,0,0,0
327,# 2 is broken,1,0,0,0,0,0,0,0
328,Someone pushes the emergency button,0,0,0,0,1,0,0,0
329,Stand no. 31 is the only stand with a NEMA 14-50 socket. It is nice that there are also two 120V sockets.,1,0,0,1,0,0,1,0
330,4x4s parked at both locations,0,0,1,0,0,0,0,0
331,What is wrong with this stage 3.. It is death... Called charging point and they give the run around.... I need this station to work so I can do my 180 miles a day.,1,1,0,0,0,0,0,0
332,Free recharged for two hours. Call me for permission to recharge my Fit EV and they were very friendly. Nice as two Honda dealerships I visited.,0,0,0,1,0,0,0,1
333,"Charged next to a dark grey plug-in Prius that hasn't been charged, remember to move your vehicle when using the charging station in the future, thank you.",0,0,0,0,1,0,0,1
334,Charging station: $0.75 / hr across the street from 7-11. SW corner of Cache La Poudre and Nevada.,1,0,0,1,0,1,0,0
335,Can you peel it off or leave a note?,0,0,1,0,1,0,0,0
336,The car has not charged and is not sure if the charger works or not?,1,0,0,0,0,0,0,0
337,"The Parkmobile app is not user friendly... Charging time starts as soon as payment is accepted through the app, so make sure your vehicle is connected and ready to hand (please click # after pin, instructions do not tell you) We lost about 12 minutes due to bad sigh instructions and no phone number to call for help. You have an email that will contact you within 48 hours. Thanks to Parkmobile, we will avoid these charging stations for now. _ x1f44e _ _ x1f44e _ _ x1f44e _ _ x1f44e _",1,0,0,0,1,0,0,1
